srcMac,dstMac,ethType,srcIp,dstIp,ipProto,srcPort,dstPort,priority, icmpType, icmpCode
<gatewayMac>,<deviceMac>,0x0800,otn.samsungcloudcdn.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,configprd.samsungcloudsolution.net,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,events.samsungads.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,eu2-scloud-proxy.ssp.samsungosp.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,us-auth2.samsungosp.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,cdns-content.dzcdn.net,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,log-ingestion.samsungacr.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,sso.internetat.tv,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,ads.samsungads.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,dpu.samsungelectronics.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,ypu.samsungelectronics.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,lcprd1.samsungcloudsolution.net,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,www.google.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,upu.samsungelectronics.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,lh3.googleusercontent.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,155.33.33.75,*,17,53,*,1001,*,*
<gatewayMac>,<deviceMac>,0x0800,d3epxf4t8a32oh.cloudfront.net,*,6,80,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,sas.samsungcloudsolution.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,d37ju0xanoz6gh.cloudfront.net,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,play.google.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,vd.contents.prod.us.s3.amazonaws.com,*,6,80,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,scontent.fyvr2-1.fna.fbcdn.net,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,www.mgo.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,osb-krsvc.samsungqbe.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,www.samsungotn.net,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,scontent.fybz2-2.fna.fbcdn.net,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,otnprd8.samsungcloudsolution.net,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,prderrordumphsm.samsungcloudsolution.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,otnprd9.samsungcloudsolution.net,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,api.discovery.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,cdn.samsungcloudsolution.com,*,6,80,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,kpu.samsungelectronics.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,musicid.samsungcloudsolution.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,d3epxf4t8a32oh.cloudfront.net,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,*,*,6,5223,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,d1oxlq5h9kq8q5.cloudfront.net,*,6,80,*,750,*,*
<deviceMac>,*,0x0800,*,*,6,9197,*,650,*,*
*,<deviceMac>,0x0800,*,*,6,*,9119,655,*,*
<deviceMac>,*,0x0800,*,*,6,7678,*,650,*,*
*,<deviceMac>,0x0800,*,*,6,*,7676,655,*,*
<deviceMac>,*,0x0800,*,*,6,7676,*,650,*,*
*,<deviceMac>,0x0800,*,*,6,*,8080,655,*,*
*,<deviceMac>,0x0800,*,*,6,*,7678,655,*,*
*,<deviceMac>,0x0800,*,*,6,*,8002,655,*,*
*,<deviceMac>,0x0800,*,*,6,*,9197,655,*,*
<deviceMac>,*,0x0800,*,*,6,8002,*,650,*,*
<deviceMac>,*,0x0800,*,*,6,8080,*,650,*,*
<deviceMac>,*,0x0800,*,*,6,9119,*,650,*,*
